No,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Zeta_in_Water (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Cell_Viability (%)
3667,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,60.0,MTT,TetrazoliumSalt,5.7785
3668,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,80.0,MTT,TetrazoliumSalt,4.8154
3669,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,2.8892
3670,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,150.0,MTT,TetrazoliumSalt,2.5682
3671,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,3.5313
3672,Ag,I,Sphere,None,Commercial,Negative,29.57,28.41,-33.33,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,72,250.0,MTT,TetrazoliumSalt,3.8523
3721,MWCNT,C,Nanotube,None,Commercial,Negative,25.0,186.5,-28.4,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,8.0,CCK-8,TetrazoliumSalt,93.005
3722,MWCNT,C,Nanotube,None,Commercial,Negative,25.0,186.5,-28.4,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,32.0,CCK-8,TetrazoliumSalt,85.215
3723,MWCNT,C,Nanotube,None,Commercial,Negative,25.0,186.5,-28.4,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,128.0,CCK-8,TetrazoliumSalt,59.936
3724,MWCNT,C,Nanotube,COOH,Commercial,Negative,25.0,210.97,-5.63,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,8.0,CCK-8,TetrazoliumSalt,81.24
3725,MWCNT,C,Nanotube,COOH,Commercial,Negative,25.0,210.97,-5.63,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,32.0,CCK-8,TetrazoliumSalt,72.973
3726,MWCNT,C,Nanotube,COOH,Commercial,Negative,25.0,210.97,-5.63,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,128.0,CCK-8,TetrazoliumSalt,46.741
3737,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,5.0,MTS,TetrazoliumSalt,101.65
3738,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTS,TetrazoliumSalt,82.234
3739,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,MTS,TetrazoliumSalt,71.827
3740,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTS,TetrazoliumSalt,59.518
3741,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTS,TetrazoliumSalt,39.848
3742,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,5.0,NRU,NeutralRed,97.387
3743,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,NRU,NeutralRed,95.873
3744,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,NRU,NeutralRed,92.71
3745,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,NRU,NeutralRed,85.282
3746,NiO,I,Sphere,None,Commercial,Positive,21.6,346.0,25.3,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,NRU,NeutralRed,81.568
3775,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,0.5,CCK-8,TetrazoliumSalt,109.73
3776,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,1.0,CCK-8,TetrazoliumSalt,103.7
3777,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,5.0,CCK-8,TetrazoliumSalt,97.86
3778,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,20.0,CCK-8,TetrazoliumSalt,84.241
3779,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,30.0,CCK-8,TetrazoliumSalt,56.42
3780,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,40.0,CCK-8,TetrazoliumSalt,19.844
3781,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,CCK-8,TetrazoliumSalt,4.2802
3782,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,CCK-8,TetrazoliumSalt,3.3074
3783,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,0.5,CCK-8,TetrazoliumSalt,104.67
3784,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,1.0,CCK-8,TetrazoliumSalt,101.36
3785,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,5.0,CCK-8,TetrazoliumSalt,65.564
3786,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,20.0,CCK-8,TetrazoliumSalt,27.821
3787,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,30.0,CCK-8,TetrazoliumSalt,2.9183
3788,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,40.0,CCK-8,TetrazoliumSalt,2.5292
3789,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,CCK-8,TetrazoliumSalt,1.1673
3790,CuO,I,Sphere,None,Commercial,Negative,30.0,276.4,-29.1,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,CCK-8,TetrazoliumSalt,0.7782
3791,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,PropidiumIodide,89.744
3792,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,PropidiumIodide,85.755
3793,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,7.9772
3795,Au,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mice,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,PropidiumIodide,100.28
3796,Ay,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,PropidiumIodide,98.86
3797,Au,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,53.561
3798,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,PropidiumIodide,100.28
3799,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,PropidiumIodide,89.744
3800,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mice,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,25.926
3801,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,PropidiumIodide,23.077
3803,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,PropidiumIodide,94.872
3804,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,94.872
3805,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,PropidiumIodide,88.604
3806,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,CalceinAM,86.005
3807,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,CalceinAM,84.224
3808,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,CalceinAM,14.249
3809,SiO2,I,Sphere,None,Commercial,Negative,9.0,17.345,-26.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,CalceinAM,7.888
3810,Au,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,CalceinAM,100.25
3811,Au,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,CalceinAM,82.952
3812,Au,I,Sphere,Citrate,Commercial,Negative,4.7,12.26,-57.5,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,CalceinAM,68.957
3813,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,CalceinAM,98.982
3814,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,CalceinAM,82.952
3815,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,CalceinAM,27.481
3816,SiO2,I,Sphere,None,Commercial,Negative,280.0,283.6,-73.8,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,CalceinAM,10.941
3817,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,CalceinAM,93.893
3818,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,CalceinAM,86.005
3819,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,CalceinAM,79.644
3820,Au,I,Sphere,Citrate,Commercial,Negative,270.0,230.8,-45.96,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,1000.0,Live/Dead,CalceinAM,52.672
3830,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,92.801
3831,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,84.038
3832,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,82.16
3833,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,96.088
3834,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,93.74
3835,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,95.462
3836,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,89.984
3837,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,67.136
3838,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,41.315
3839,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,99.368
3840,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,99.368
3841,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,98.262
3842,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,96.524
3843,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,99.368
3844,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,99.368
3845,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,95.893
3846,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,96.998
3847,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,91.153
3848,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,79.147
3849,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,47.709
3850,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,38.073
3851,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,103.99
3852,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,99.201
3853,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,101.6
3854,Polystyrene,O,Sphere,None,Commercial,Negative,50.0,58.45,-50.5,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,100.96
3855,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,94.089
3856,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,93.45
3857,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,90.735
3858,Polystyrene,O,Sphere,COOH,Commercial,Negative,50.0,71.92,-46.7,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,94.569
3859,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,83.706
3860,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,79.393
3861,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,71.246
3862,Polystyrene,O,Sphere,NH2,Commercial,Positive,50.0,53.93,43,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,39.617
3863,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,92.894
3864,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,92.201
3865,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,87.695
3866,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.87
3867,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,91.161
3868,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,87.868
3869,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,103.64
3870,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,98.787
3871,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,86.828
3872,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.52
3873,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,100.69
3874,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0
3875,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,96.014
3876,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0
3877,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,97.747
3878,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,97.054
3879,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,95.321
3880,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,97.054
3881,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,90.815
3882,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,77.643
3883,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,100.0,MTT,TetrazoliumSalt,45.407
3884,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,98.472
3885,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,95.586
3886,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,97.284
3887,Polystyrene,O,Sphere,None,Commercial,Negative,100.0,101.6,-51.1,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,109.0
3888,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,85.908
3889,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,92.19
3890,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,101.7
3891,Polystyrene,O,Sphere,COOH,Commercial,Negative,100.0,112.7,-44.3,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,100.51
3892,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,94.567
3893,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,25.0,MTT,TetrazoliumSalt,91.002
3894,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,67.402
3895,Polystyrene,O,Sphere,NH2,Commercial,Positive,100.0,89.33,63.8,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,54.16
3950,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,MCF-7,30000.0,H,Human,Breast,Epithelial,Adult,L,24,25.0,MTT,TetrazoliumSalt,102.01
3951,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,MCF-7,30000.0,H,Human,Breast,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,104.01
3952,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,MCF-7,30000.0,H,Human,Breast,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,104.01
3953,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,MCF-7,30000.0,H,Human,Breast,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,106.02
3954,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,HT-1080,30000.0,H,Human,Connective Tissue,Epithelial,Adult,L,24,25.0,MTT,TetrazoliumSalt,102.01
3955,CeO2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,HT-1080,30000.0,H,Human,Connective Tissue,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,98.997
3956,Ce O2,I,Cubic,None,Commercial,Negative,25.0,305.0,-13,HT-1080,30000.0,H,Human,Connective Tissue,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,106.02
